Sat Apr 30 09:00:03 2016
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 0], 57.02915925040872), ([1, 10, 3, 9, 5, 7, 8, 6, 4, 2], 57.02915925040872)]
[([0, 0, 0, 10, 0, 10, 0, 10, 0, 0], 78.98352500632251), ([1, 4, 3, 5, 9, 7, 8, 6, 2, 10], 78.98352500632251)]
[([0, 0, 0, 0, 0, 2, 0, 2, 2, 0], 55.573273645326154), ([1, 10, 4, 3, 5, 9, 7, 8, 6, 2], 55.573273645326154)]
[([0, 0, 0, 10, 0, 10, 0, 0, 10, 0], 81.62646197923951), ([1, 3, 5, 9, 7, 8, 6, 4, 2, 10], 81.62646197923951)]
[([0, 0, 0, 0, 0, 2, 0, 2, 0, 2], 58.313356130566376), ([1, 4, 10, 3, 5, 9, 7, 8, 6, 2], 58.313356130566376)]
[([0, 0, 0, 0, 0, 2, 2, 2, 2, 0], 56.43774617110578), ([1, 10, 3, 7, 9, 5, 8, 6, 4, 2], 56.43774617110578)]
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 2], 52.445083764049514), ([1, 4, 7, 9, 5, 3, 10, 8, 6, 2], 52.445083764049514)]
[([0, 0, 0, 10, 0, 10, 0, 10, 0, 0], 78.20324089593905), ([1, 3, 5, 9, 7, 8, 4, 6, 2, 10], 78.20324089593905)]
[([0, 0, 0, 0, 0, 2, 2, 0, 2, 2], 57.13049703311357), ([1, 10, 3, 7, 5, 9, 8, 6, 4, 2], 57.13049703311357)]
[([0, 0, 0, 0, 4, 0, 0, 0, 0, 0], 73.29620603023216), ([1, 10, 3, 8, 7, 5, 9, 6, 2, 4], 73.29620603023216)]
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 2], 53.27999496150578), ([1, 3, 10, 6, 9, 5, 7, 8, 2, 4], 53.27999496150578)]
[([0, 0, 0, 0, 0, 2, 2, 2, 2, 0], 56.166232901941484), ([1, 10, 3, 5, 9, 7, 8, 4, 6, 2], 56.166232901941484)]
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 2], 53.04007352679129), ([1, 3, 7, 5, 9, 6, 8, 10, 4, 2], 53.04007352679129)]
[([0, 0, 0, 0, 0, 2, 0, 0, 0, 2], 58.313356130566376), ([1, 4, 10, 3, 5, 9, 7, 8, 6, 2], 58.313356130566376)]
[([0, 0, 0, 10, 0, 10, 0, 0, 0, 0], 73.46612113166798), ([1, 3, 7, 5, 9, 6, 4, 8, 2, 10], 73.46612113166798)]
[([0, 0, 0, 0, 0, 2, 0, 2, 0, 0], 51.662520622657915), ([1, 10, 3, 8, 6, 5, 9, 7, 2, 4], 51.662520622657915)]
[([0, 0, 0, 0, 0, 2, 2, 2, 2, 2], 58.25202491624162), ([1, 10, 3, 5, 9, 7, 6, 8, 2, 4], 58.25202491624162)]
[([0, 0, 0, 0, 4, 0, 0, 4, 0, 0], 71.9419254647063), ([1, 3, 5, 9, 7, 10, 8, 6, 2, 4], 71.9419254647063)]
[([0, 0, 0, 0, 0, 2, 2, 0, 2, 0], 62.226666676374876), ([1, 10, 3, 5, 9, 7, 8, 6, 2, 4], 62.226666676374876)]
[([0, 0, 0, 0, 0, 2, 2, 0, 2, 2], 53.7996604469314), ([1, 10, 7, 5, 9, 3, 8, 6, 2, 4], 53.7996604469314)]
[([0, 0, 0, 0, 0, 2, 0, 2, 0, 2], 54.389884768716335), ([1, 3, 5, 9, 7, 8, 6, 10, 2, 4], 54.389884768716335)]
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 2], 62.226666676374876), ([1, 10, 3, 5, 9, 7, 8, 6, 2, 4], 62.226666676374876)]
[([0, 0, 0, 0, 4, 0, 0, 0, 0, 0], 80.41168248814338), ([1, 10, 3, 5, 9, 7, 8, 6, 2, 4], 80.41168248814338)]
[([0, 0, 0, 0, 0, 2, 0, 2, 2, 2], 50.964032151729185), ([1, 3, 9, 5, 7, 10, 8, 6, 4, 2], 50.964032151729185)]
[([0, 0, 0, 0, 0, 2, 2, 2, 0, 2], 55.891339715498354), ([1, 4, 10, 3, 7, 9, 5, 8, 6, 2], 55.891339715498354)]
[([0, 0, 0, 0, 0, 2, 2, 0, 2, 2], 59.435012097813434), ([1, 10, 3, 7, 9, 5, 8, 6, 2, 4], 59.435012097813434)]
[([0, 0, 0, 0, 0, 2, 0, 0, 0, 2], 59.435012097813434), ([1, 10, 3, 7, 9, 5, 8, 6, 2, 4], 59.435012097813434)]
[([0, 0, 0, 0, 0, 2, 2, 0, 0, 2], 55.03760080271698), ([1, 10, 3, 7, 5, 9, 6, 8, 4, 2], 55.03760080271698)]
[([0, 0, 0, 0, 4, 0, 0, 4, 4, 0], 73.48426447697518), ([1, 3, 10, 7, 5, 9, 8, 6, 2, 4], 73.48426447697518)]
[([0, 0, 0, 0, 0, 2, 2, 0, 2, 0], 57.5884164710328), ([1, 10, 3, 7, 5, 9, 6, 8, 2, 4], 57.5884164710328)]

