Sat Apr 30 03:46:17 2016
[([0, 6, 0, 6, 6, 0, 6, 0, 0, 0], 0.9325643968612085), ([1, 8, 9, 10, 4, 3, 2, 5, 7, 6], 0.9325643968612085)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 0], 31.082570224482886), ([1, 9, 8, 10, 4, 3, 2, 5, 7, 6], 31.082570224482886)]
[([0, 6, 0, 6, 6, 6, 6, 6, 6, 0], 0.9527370067070482), ([1, 9, 10, 4, 2, 3, 5, 7, 8, 6], 0.9527370067070482)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 6], 28.83974762147797), ([1, 4, 10, 9, 8, 5, 2, 3, 7, 6], 28.83974762147797)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 0], 33.1842501865401), ([1, 8, 9, 10, 4, 3, 2, 5, 7, 6], 33.1842501865401)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 31.14750445235457), ([1, 3, 2, 5, 7, 4, 10, 9, 8, 6], 31.14750445235457)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 0], 29.39172114624419), ([1, 9, 10, 3, 2, 5, 4, 7, 8, 6], 29.39172114624419)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 6], 34.30139117526322), ([1, 9, 10, 4, 2, 3, 5, 7, 8, 6], 34.30139117526322)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 6], 31.114592490224805), ([1, 9, 8, 7, 5, 3, 2, 4, 10, 6], 31.114592490224805)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 6], 27.032776679950086), ([1, 9, 10, 8, 7, 2, 3, 5, 4, 6], 27.032776679950086)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 6], 29.620110884809325), ([1, 10, 9, 8, 4, 2, 3, 5, 7, 6], 29.620110884809325)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 6], 30.629925667135794), ([1, 9, 10, 4, 7, 5, 3, 2, 8, 6], 30.629925667135794)]
[([0, 0, 0, 0, 0, 0, 6, 0, 6, 6], 31.332272309173394), ([1, 8, 7, 5, 3, 2, 4, 10, 9, 6], 31.332272309173394)]
[([0, 0, 0, 0, 0, 0, 6, 0, 6, 6], 33.1842501865401), ([1, 8, 9, 10, 4, 3, 2, 5, 7, 6], 33.1842501865401)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 31.114592490224805), ([1, 9, 8, 7, 5, 3, 2, 4, 10, 6], 31.114592490224805)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 6], 33.436712632251954), ([1, 8, 9, 10, 4, 2, 3, 5, 7, 6], 33.436712632251954)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 31.303959921418112), ([1, 9, 8, 10, 4, 2, 3, 5, 7, 6], 31.303959921418112)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 32.23609093023925), ([1, 8, 9, 10, 4, 2, 5, 3, 7, 6], 32.23609093023925)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 6], 33.17583811744976), ([1, 9, 10, 4, 5, 3, 2, 7, 8, 6], 33.17583811744976)]
[([0, 0, 0, 0, 0, 0, 6, 0, 6, 6], 29.85434776272445), ([1, 10, 9, 8, 7, 5, 3, 2, 4, 6], 29.85434776272445)]
[([0, 0, 0, 0, 0, 0, 6, 0, 6, 6], 28.99879474950239), ([1, 4, 2, 3, 5, 7, 8, 9, 10, 6], 28.99879474950239)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 6], 28.630146968828413), ([1, 7, 8, 9, 10, 4, 5, 2, 3, 6], 28.630146968828413)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 34.30139117526322), ([1, 9, 10, 4, 2, 3, 5, 7, 8, 6], 34.30139117526322)]
[([0, 6, 0, 6, 6, 0, 0, 0, 0, 0], 0.8274457344096885), ([1, 9, 8, 5, 3, 2, 10, 4, 7, 6], 0.8274457344096885)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 6], 33.436712632251954), ([1, 8, 9, 10, 4, 2, 3, 5, 7, 6], 33.436712632251954)]
[([0, 0, 0, 0, 0, 0, 6, 6, 0, 6], 29.880855647285784), ([1, 9, 8, 7, 2, 5, 3, 4, 10, 6], 29.880855647285784)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 0], 32.35119281413525), ([1, 8, 9, 10, 4, 5, 2, 3, 7, 6], 32.35119281413525)]
[([0, 6, 0, 6, 6, 0, 0, 0, 0, 6], 0.8726278707633885), ([1, 10, 9, 4, 3, 2, 5, 7, 8, 6], 0.8726278707633885)]
[([0, 0, 0, 0, 0, 0, 6, 0, 0, 0], 34.233598992824774), ([1, 7, 5, 3, 2, 4, 10, 9, 8, 6], 34.233598992824774)]
[([0, 0, 0, 0, 0, 0, 6, 6, 6, 6], 28.124272222719725), ([1, 8, 9, 4, 10, 3, 2, 5, 7, 6], 28.124272222719725)]

