Sat Apr 30 07:58:32 2016
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.31902485080339), ([1, 7, 3, 4, 8, 10, 6, 5, 9, 2], 28.31902485080339)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.409281152206162), ([1, 3, 8, 4, 6, 10, 5, 7, 9, 2], 28.409281152206162)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 32.869727652734106), ([1, 5, 6, 10, 4, 8, 3, 7, 9, 2], 32.869727652734106)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 2], 20.34677675054264), ([1, 9, 6, 5, 10, 4, 8, 3, 7, 2], 20.34677675054264)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.08439838575563), ([1, 6, 10, 4, 8, 3, 7, 5, 9, 2], 28.08439838575563)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.26381806781235), ([1, 6, 10, 5, 4, 8, 3, 7, 9, 2], 28.26381806781235)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 29.19502162192251), ([1, 3, 8, 4, 10, 6, 5, 7, 9, 2], 29.19502162192251)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 24.30787463065121), ([1, 9, 7, 3, 10, 6, 8, 4, 5, 2], 24.30787463065121)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 27.82490222008077), ([1, 9, 7, 3, 8, 4, 6, 10, 5, 2], 27.82490222008077)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 25.619404180842267), ([1, 9, 7, 3, 8, 10, 4, 6, 5, 2], 25.619404180842267)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 26.643053919311896), ([1, 6, 10, 5, 8, 4, 3, 7, 9, 2], 26.643053919311896)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 2], 20.24272904756648), ([1, 9, 10, 6, 5, 4, 8, 3, 7, 2], 20.24272904756648)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 26.207860755652558), ([1, 6, 10, 8, 4, 3, 5, 7, 9, 2], 26.207860755652558)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 32.869727652734106), ([1, 5, 6, 10, 4, 8, 3, 7, 9, 2], 32.869727652734106)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.31902485080339), ([1, 7, 3, 4, 8, 10, 6, 5, 9, 2], 28.31902485080339)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.235301520651074), ([1, 5, 10, 4, 6, 8, 3, 7, 9, 2], 28.235301520651074)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 27.21795495925913), ([1, 7, 3, 8, 10, 4, 6, 5, 9, 2], 27.21795495925913)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 26.41206629995526), ([1, 7, 3, 5, 6, 10, 4, 8, 9, 2], 26.41206629995526)]
[([2, 0, 2, 0, 0, 0, 0, 0, 0, 0], 5.134866534979726), ([1, 6, 10, 4, 8, 3, 5, 7, 9, 2], 5.134866534979726)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 21.196197956032627), ([1, 8, 4, 3, 9, 7, 6, 10, 5, 2], 21.196197956032627)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 2], 20.370770896058414), ([1, 6, 5, 10, 4, 8, 3, 9, 7, 2], 20.370770896058414)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.36775877739668), ([1, 10, 6, 5, 4, 8, 3, 7, 9, 2], 28.36775877739668)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.36775877739668), ([1, 10, 6, 5, 4, 8, 3, 7, 9, 2], 28.36775877739668)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.08439838575563), ([1, 6, 10, 4, 8, 3, 7, 5, 9, 2], 28.08439838575563)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 29.19502162192251), ([1, 3, 8, 4, 10, 6, 5, 7, 9, 2], 29.19502162192251)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 2], 26.06516510715133), ([1, 8, 4, 6, 10, 5, 3, 7, 9, 2], 26.06516510715133)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 23.636535694003847), ([1, 3, 8, 4, 10, 6, 7, 9, 5, 2], 23.636535694003847)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 28.36775877739668), ([1, 10, 6, 5, 4, 8, 3, 7, 9, 2], 28.36775877739668)]
[([0, 0, 0, 0, 0, 0, 0, 0, 5, 2], 26.58483243207036), ([1, 9, 7, 3, 4, 8, 10, 6, 5, 2], 26.58483243207036)]
[([0, 0, 0, 0, 0, 0, 0, 0, 9, 0], 25.73591882269879), ([1, 7, 6, 5, 10, 4, 8, 3, 9, 2], 25.73591882269879)]

