Sat Apr 30 05:52:40 2016
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 152.19440453560753), ([1, 8, 9, 6, 3, 4, 5, 10, 7, 2], 152.19440453560753)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 130.46452011000363), ([1, 7, 8, 9, 6, 3, 5, 4, 10, 2], 130.46452011000363)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 139.56751721689415), ([1, 8, 3, 9, 6, 5, 4, 10, 7, 2], 139.56751721689415)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 147.31064652021558), ([1, 7, 10, 4, 5, 3, 6, 9, 8, 2], 147.31064652021558)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 131.4557458720707), ([1, 7, 5, 10, 4, 3, 6, 9, 8, 2], 131.4557458720707)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 145.2921154691069), ([1, 7, 10, 4, 5, 3, 9, 6, 8, 2], 145.2921154691069)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 146.0892906142445), ([1, 7, 10, 5, 4, 3, 6, 9, 8, 2], 146.0892906142445)]
[([0, 0, 0, 0, 10, 0, 0, 10, 10, 10], 71.18758007682618), ([1, 8, 7, 4, 5, 3, 9, 6, 10, 2], 71.18758007682618)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 145.37144126999624), ([1, 8, 9, 6, 3, 4, 5, 7, 10, 2], 145.37144126999624)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 130.46452011000363), ([1, 7, 8, 9, 6, 3, 5, 4, 10, 2], 130.46452011000363)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 147.31064652021558), ([1, 7, 10, 4, 5, 3, 6, 9, 8, 2], 147.31064652021558)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 146.0892906142445), ([1, 7, 10, 5, 4, 3, 6, 9, 8, 2], 146.0892906142445)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 142.8752413005858), ([1, 8, 6, 9, 4, 5, 3, 10, 7, 2], 142.8752413005858)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 128.4607935242847), ([1, 4, 7, 10, 5, 3, 6, 9, 8, 2], 128.4607935242847)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 135.71419729441502), ([1, 8, 3, 6, 9, 5, 4, 7, 10, 2], 135.71419729441502)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 153.52043837989885), ([1, 8, 9, 6, 3, 5, 4, 10, 7, 2], 153.52043837989885)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 127.75879518288173), ([1, 10, 6, 9, 3, 4, 5, 7, 8, 2], 127.75879518288173)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 144.08220570490377), ([1, 10, 7, 4, 5, 3, 9, 6, 8, 2], 144.08220570490377)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 150.04079339293497), ([1, 8, 6, 9, 3, 4, 5, 10, 7, 2], 150.04079339293497)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 148.6078709077918), ([1, 8, 9, 6, 3, 5, 4, 7, 10, 2], 148.6078709077918)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 128.50901639412996), ([1, 7, 10, 4, 5, 9, 3, 6, 8, 2], 128.50901639412996)]
[([0, 0, 0, 0, 8, 8, 8, 0, 0, 0], 81.34646596653302), ([1, 7, 10, 4, 5, 3, 6, 9, 8, 2], 81.34646596653302)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 0], 146.06702875683766), ([1, 10, 7, 4, 5, 3, 6, 9, 8, 2], 146.06702875683766)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 2], 138.79954270588533), ([1, 7, 10, 3, 5, 4, 6, 9, 8, 2], 138.79954270588533)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 148.6078709077918), ([1, 8, 9, 6, 3, 5, 4, 7, 10, 2], 148.6078709077918)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 138.6148811285734), ([1, 8, 3, 9, 6, 4, 5, 10, 7, 2], 138.6148811285734)]
[([0, 0, 0, 2, 0, 0, 0, 2, 0, 0], 147.31064652021558), ([1, 7, 10, 4, 5, 3, 6, 9, 8, 2], 147.31064652021558)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 127.942966417821), ([1, 7, 8, 6, 9, 3, 4, 5, 10, 2], 127.942966417821)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 132.00973056651276), ([1, 7, 4, 5, 9, 6, 3, 10, 8, 2], 132.00973056651276)]
[([0, 0, 0, 2, 0, 0, 0, 0, 0, 2], 153.52043837989885), ([1, 8, 9, 6, 3, 5, 4, 10, 7, 2], 153.52043837989885)]

