Sat Apr 30 02:42:24 2016
[([0, 0, 0, 5, 0, 0, 0, 0, 0, 5], 102.22038474701297), ([1, 7, 4, 2, 8, 10, 6, 3, 9, 5], 102.22038474701297)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 104.91209636046374), ([1, 7, 6, 3, 5, 9, 10, 8, 2, 4], 104.91209636046374)]
[([0, 0, 0, 5, 0, 0, 0, 0, 0, 0], 95.1676128270665), ([1, 7, 9, 4, 2, 8, 10, 3, 6, 5], 95.1676128270665)]
[([0, 0, 0, 9, 0, 0, 0, 0, 9, 0], 82.57148622160621), ([1, 7, 4, 2, 8, 10, 3, 6, 5, 9], 82.57148622160621)]
[([0, 0, 0, 0, 0, 8, 8, 0, 8, 0], 92.05327330229835), ([1, 3, 6, 9, 5, 7, 10, 2, 4, 8], 92.05327330229835)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 98.70801950420041), ([1, 4, 2, 8, 10, 7, 3, 6, 9, 5], 98.70801950420041)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 101.10117810068259), ([1, 6, 3, 7, 5, 9, 10, 8, 2, 4], 101.10117810068259)]
[([0, 0, 0, 0, 3, 0, 3, 3, 0, 0], 80.4965664092376), ([1, 8, 10, 2, 4, 5, 7, 6, 3, 9], 80.4965664092376)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 5], 90.81263672835175), ([1, 4, 7, 6, 3, 10, 8, 2, 9, 5], 90.81263672835175)]
[([5, 5, 0, 0, 0, 0, 0, 0, 0, 5], 3.848309862878203), ([1, 7, 4, 2, 10, 8, 3, 6, 9, 5], 3.848309862878203)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 99.95687245193565), ([1, 8, 9, 5, 7, 6, 3, 10, 2, 4], 99.95687245193565)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 99.73259386302556), ([1, 4, 2, 8, 10, 7, 6, 3, 9, 5], 99.73259386302556)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 102.22038474701297), ([1, 7, 4, 2, 8, 10, 6, 3, 9, 5], 102.22038474701297)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 97.98783100207187), ([1, 7, 8, 4, 2, 10, 3, 6, 9, 5], 97.98783100207187)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 5], 104.204322720389), ([1, 7, 4, 2, 8, 10, 3, 6, 9, 5], 104.204322720389)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 124.60030300952484), ([1, 7, 5, 9, 6, 3, 10, 8, 2, 4], 124.60030300952484)]
[([0, 0, 0, 0, 3, 0, 0, 0, 3, 0], 69.21497063631163), ([1, 7, 9, 6, 10, 8, 4, 2, 3, 5], 69.21497063631163)]
[([0, 0, 0, 9, 0, 0, 9, 0, 0, 9], 76.83448512217322), ([1, 6, 5, 7, 4, 2, 8, 10, 3, 9], 76.83448512217322)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 124.60030300952484), ([1, 7, 5, 9, 6, 3, 10, 8, 2, 4], 124.60030300952484)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 96.23154815094995), ([1, 7, 8, 4, 2, 10, 6, 3, 9, 5], 96.23154815094995)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 93.91491477488434), ([1, 4, 7, 9, 6, 3, 10, 8, 2, 5], 93.91491477488434)]
[([0, 0, 0, 0, 3, 3, 0, 0, 3, 0], 81.4142547758966), ([1, 10, 8, 2, 4, 7, 9, 5, 6, 3], 81.4142547758966)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 0], 91.63533576239485), ([1, 7, 10, 2, 4, 8, 6, 3, 9, 5], 91.63533576239485)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 108.98226364782367), ([1, 7, 5, 6, 3, 9, 10, 2, 8, 4], 108.98226364782367)]
[([0, 0, 0, 5, 0, 0, 5, 0, 0, 5], 98.70801950420041), ([1, 4, 2, 8, 10, 7, 3, 6, 9, 5], 98.70801950420041)]
[([0, 0, 0, 5, 0, 0, 0, 0, 0, 0], 98.79344416037799), ([1, 4, 2, 10, 8, 7, 6, 3, 9, 5], 98.79344416037799)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 124.60030300952484), ([1, 7, 5, 9, 6, 3, 10, 8, 2, 4], 124.60030300952484)]
[([0, 0, 0, 0, 0, 8, 0, 0, 0, 0], 91.59461165228493), ([1, 7, 4, 2, 5, 9, 6, 3, 10, 8], 91.59461165228493)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 95.71596918630837), ([1, 7, 5, 2, 9, 6, 3, 10, 8, 4], 95.71596918630837)]
[([0, 0, 0, 0, 0, 4, 0, 0, 0, 0], 111.76234121696277), ([1, 7, 9, 5, 6, 3, 10, 8, 2, 4], 111.76234121696277)]

