Sat Apr 30 06:55:18 2016
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 66.16924537608884), ([1, 9, 10, 3, 2, 5, 8, 7, 4, 6], 66.16924537608884)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 62.78283316176113), ([1, 4, 9, 2, 3, 10, 5, 8, 7, 6], 62.78283316176113)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 69.48541263766619), ([1, 7, 8, 2, 3, 10, 5, 9, 4, 6], 69.48541263766619)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 66.99807566445571), ([1, 4, 9, 10, 3, 2, 5, 8, 7, 6], 66.99807566445571)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 0], 55.53069739966541), ([1, 4, 8, 7, 9, 2, 3, 10, 5, 6], 55.53069739966541)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 62.48508359052223), ([1, 4, 10, 9, 5, 2, 3, 8, 7, 6], 62.48508359052223)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 64.27972930674468), ([1, 4, 7, 8, 5, 2, 3, 10, 9, 6], 64.27972930674468)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 0], 62.78283316176113), ([1, 4, 9, 2, 3, 10, 5, 8, 7, 6], 62.78283316176113)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 66.99807566445571), ([1, 4, 9, 10, 3, 2, 5, 8, 7, 6], 66.99807566445571)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 67.52378905313019), ([1, 4, 9, 10, 5, 2, 3, 8, 7, 6], 67.52378905313019)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 70.24940633733355), ([1, 7, 8, 3, 2, 5, 10, 9, 4, 6], 70.24940633733355)]
[([6, 0, 6, 0, 0, 0, 0, 0, 0, 0], 14.312701129557338), ([1, 4, 7, 8, 9, 10, 3, 2, 5, 6], 14.312701129557338)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 60.460125560820984), ([1, 3, 2, 5, 10, 9, 8, 7, 4, 6], 60.460125560820984)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 0], 65.13248755207003), ([1, 7, 8, 5, 10, 3, 2, 9, 4, 6], 65.13248755207003)]
[([6, 0, 6, 0, 0, 6, 0, 0, 0, 0], 14.380098266725632), ([1, 4, 10, 3, 2, 5, 9, 8, 7, 6], 14.380098266725632)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 62.78283316176113), ([1, 4, 9, 2, 3, 10, 5, 8, 7, 6], 62.78283316176113)]
[([6, 0, 6, 0, 0, 0, 0, 0, 0, 0], 15.511745527398784), ([1, 8, 7, 5, 2, 3, 10, 9, 4, 6], 15.511745527398784)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 58.03761814673895), ([1, 5, 3, 2, 9, 10, 8, 7, 4, 6], 58.03761814673895)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 0], 63.423128666731955), ([1, 8, 7, 3, 2, 10, 5, 9, 4, 6], 63.423128666731955)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 0], 69.48541263766619), ([1, 7, 8, 2, 3, 10, 5, 9, 4, 6], 69.48541263766619)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 64.6503836503843), ([1, 8, 7, 2, 3, 10, 5, 9, 4, 6], 64.6503836503843)]
[([6, 0, 6, 0, 0, 6, 0, 0, 0, 6], 15.127187179331397), ([1, 7, 8, 9, 10, 3, 2, 5, 4, 6], 15.127187179331397)]
[([6, 0, 6, 0, 0, 6, 0, 0, 0, 6], 15.267954009768445), ([1, 7, 8, 5, 10, 3, 2, 9, 4, 6], 15.267954009768445)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 63.7909212867797), ([1, 5, 9, 10, 3, 2, 8, 7, 4, 6], 63.7909212867797)]
[([6, 0, 6, 0, 0, 0, 0, 0, 0, 0], 15.19380773371939), ([1, 4, 7, 8, 3, 2, 5, 10, 9, 6], 15.19380773371939)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 62.70012164467205), ([1, 8, 7, 9, 10, 3, 2, 5, 4, 6], 62.70012164467205)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 65.86276645387063), ([1, 4, 7, 8, 2, 3, 5, 10, 9, 6], 65.86276645387063)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 67.84793305055351), ([1, 9, 10, 5, 3, 2, 8, 7, 4, 6], 67.84793305055351)]
[([0, 0, 0, 0, 0, 6, 0, 0, 0, 6], 51.456642855094756), ([1, 3, 2, 10, 8, 7, 5, 9, 4, 6], 51.456642855094756)]
[([6, 0, 6, 0, 0, 6, 0, 0, 0, 0], 16.283869918876142), ([1, 7, 8, 3, 2, 5, 10, 9, 4, 6], 16.283869918876142)]

