Thu Apr 28 17:47:11 2016
[([0, 9, 9, 0, 0], 14.186955333544136), ([1, 4, 7, 18, 12, 2, 17, 8, 15, 20, 10, 14, 16, 5, 3, 19, 6, 13, 11, 9], 14.186955333544136)]
[([0, 9, 0, 0, 9], 12.934772024319537), ([1, 13, 10, 18, 11, 2, 3, 19, 17, 6, 20, 15, 5, 8, 16, 14, 12, 7, 4, 9], 12.934772024319537)]
[([0, 2, 0, 0, 0], 13.628604468601411), ([1, 8, 11, 20, 14, 16, 10, 5, 7, 9, 12, 4, 18, 15, 6, 13, 17, 19, 3, 2], 13.628604468601411)]
[([0, 2, 0, 0, 0], 12.576227662935908), ([1, 3, 13, 5, 16, 14, 18, 4, 11, 7, 17, 19, 20, 9, 12, 8, 6, 10, 15, 2], 12.576227662935908)]
[([0, 9, 9, 0, 0], 13.491773371853688), ([1, 5, 12, 18, 14, 16, 15, 10, 3, 13, 17, 8, 20, 19, 2, 11, 6, 7, 4, 9], 13.491773371853688)]
[([0, 9, 9, 0, 0], 13.137387123668894), ([1, 7, 18, 4, 2, 11, 3, 17, 19, 15, 16, 14, 20, 12, 5, 8, 10, 13, 6, 9], 13.137387123668894)]
[([0, 9, 0, 0, 9], 14.104363693537039), ([1, 4, 18, 14, 16, 15, 8, 5, 12, 17, 6, 20, 10, 3, 13, 19, 11, 7, 2, 9], 14.104363693537039)]
[([0, 9, 9, 0, 9], 11.68073833473663), ([1, 6, 8, 4, 7, 18, 20, 3, 15, 10, 14, 16, 17, 19, 2, 12, 5, 13, 11, 9], 11.68073833473663)]
[([0, 2, 0, 0, 2], 14.161873825870803), ([1, 3, 20, 17, 8, 19, 13, 6, 15, 10, 5, 14, 16, 4, 7, 9, 18, 12, 11, 2], 14.161873825870803)]
[([0, 0, 4, 0, 0], 10.460229807445835), ([1, 9, 2, 3, 19, 8, 5, 12, 18, 15, 10, 6, 17, 13, 14, 20, 16, 7, 11, 4], 10.460229807445835)]
[([0, 2, 0, 0, 2], 14.492303359344614), ([1, 19, 3, 12, 5, 11, 7, 18, 4, 9, 8, 10, 16, 14, 15, 13, 17, 6, 20, 2], 14.492303359344614)]
[([0, 9, 9, 0, 0], 13.338276790791147), ([1, 3, 13, 6, 16, 14, 18, 7, 4, 11, 2, 17, 19, 8, 10, 5, 20, 15, 12, 9], 13.338276790791147)]
[([0, 9, 9, 0, 0], 13.022541378800272), ([1, 11, 3, 12, 15, 8, 16, 14, 10, 19, 13, 20, 6, 17, 18, 4, 7, 5, 2, 9], 13.022541378800272)]
