Thu Apr 28 17:18:07 2016
[([0, 12, 0, 12, 0], 0.201202898659921), ([1, 2, 9, 6, 4, 17, 8, 5, 20, 13, 10, 15, 11, 3, 16, 19, 14, 7, 18, 12], 0.201202898659921)]
[([0, 12, 0, 12, 12], 0.22205649258599014), ([1, 2, 13, 8, 5, 10, 17, 4, 19, 14, 16, 3, 20, 18, 9, 11, 6, 15, 7, 12], 0.22205649258599014)]
[([0, 18, 0, 0, 0], 0.13419057443138613), ([1, 2, 14, 15, 4, 5, 8, 9, 11, 19, 13, 3, 20, 16, 10, 17, 6, 7, 12, 18], 0.13419057443138613)]
[([0, 18, 0, 18, 0], 0.13778740226356134), ([1, 12, 2, 17, 11, 14, 4, 5, 8, 10, 20, 13, 19, 16, 3, 7, 6, 15, 9, 18], 0.13778740226356134)]
[([0, 12, 0, 12, 0], 0.2089977314301026), ([1, 5, 8, 10, 19, 13, 9, 6, 18, 7, 11, 15, 2, 20, 16, 3, 14, 17, 4, 12], 0.2089977314301026)]
[([0, 12, 0, 0, 0], 0.22620034283860296), ([1, 2, 15, 6, 18, 9, 11, 17, 14, 10, 13, 19, 16, 20, 3, 5, 8, 4, 7, 12], 0.22620034283860296)]
[([0, 18, 0, 18, 0], 0.12285107019555117), ([1, 12, 17, 7, 15, 19, 16, 14, 4, 13, 3, 20, 10, 8, 5, 6, 11, 2, 9, 18], 0.12285107019555117)]
[([0, 18, 0, 18, 0], 0.12999646880794188), ([1, 9, 15, 8, 10, 5, 19, 13, 14, 2, 12, 16, 3, 17, 20, 4, 7, 6, 11, 18], 0.12999646880794188)]
[([0, 12, 0, 0, 12], 0.1712723569080775), ([1, 2, 7, 6, 4, 5, 17, 15, 14, 3, 13, 20, 11, 9, 10, 8, 19, 16, 18, 12], 0.1712723569080775)]
[([0, 14, 0, 14, 0], 0.1330242706125751), ([1, 9, 11, 15, 6, 12, 19, 10, 20, 16, 13, 2, 18, 8, 5, 7, 17, 3, 4, 14], 0.1330242706125751)]
[([0, 12, 0, 0, 0], 0.23213079255477137), ([1, 17, 9, 7, 11, 15, 8, 5, 10, 16, 3, 20, 13, 19, 4, 14, 6, 18, 2, 12], 0.23213079255477137)]
[([0, 18, 0, 0, 18], 0.13967916218250473), ([1, 15, 7, 9, 6, 2, 19, 3, 20, 16, 13, 14, 5, 10, 8, 4, 12, 17, 11, 18], 0.13967916218250473)]
[([0, 12, 0, 12, 12], 0.2019157900846386), ([1, 14, 13, 16, 20, 7, 2, 6, 9, 19, 3, 17, 4, 8, 5, 10, 15, 18, 11, 12], 0.2019157900846386)]
[([0, 14, 0, 14, 0], 0.14717263829904198), ([1, 15, 7, 11, 18, 17, 5, 8, 16, 10, 3, 19, 20, 13, 9, 6, 12, 2, 4, 14], 0.14717263829904198)]
[([0, 12, 0, 12, 0], 0.20329403314637784), ([1, 15, 14, 20, 13, 2, 19, 3, 16, 5, 4, 10, 17, 8, 18, 9, 6, 11, 7, 12], 0.20329403314637784)]
[([0, 12, 0, 12, 12], 0.2108448025040567), ([1, 8, 14, 7, 2, 19, 16, 20, 13, 3, 17, 4, 5, 10, 15, 11, 6, 9, 18, 12], 0.2108448025040567)]
