Thu Apr 28 19:09:49 2016
[([0, 15, 0, 0, 0], 0.7100926718764278), ([1, 4, 13, 20, 18, 14, 16, 9, 10, 5, 8, 3, 6, 12, 2, 17, 11, 7, 19, 15], 0.7100926718764278)]
[([0, 0, 0, 13, 20], 6.228474235550793), ([1, 17, 11, 19, 10, 9, 12, 5, 8, 7, 16, 3, 6, 4, 2, 18, 14, 13, 15, 20], 6.228474235550793)]
[([0, 0, 0, 4, 20], 6.436944557102576), ([1, 6, 13, 18, 7, 14, 3, 19, 9, 10, 8, 17, 11, 5, 16, 12, 15, 2, 4, 20], 6.436944557102576)]
[([0, 0, 0, 2, 20], 6.27707811506032), ([1, 15, 4, 14, 12, 13, 6, 18, 3, 16, 17, 19, 11, 5, 8, 7, 9, 10, 2, 20], 6.27707811506032)]
[([0, 0, 6, 0, 0], 8.559186897237558), ([1, 20, 3, 14, 12, 10, 13, 16, 15, 18, 8, 5, 9, 2, 17, 4, 19, 11, 7, 6], 8.559186897237558)]
[([0, 0, 6, 6, 0], 9.60304575964855), ([1, 17, 4, 2, 11, 15, 16, 8, 5, 19, 9, 10, 20, 13, 7, 12, 14, 18, 3, 6], 9.60304575964855)]
[([0, 0, 0, 2, 20], 6.569062901787165), ([1, 11, 4, 5, 10, 9, 19, 16, 18, 13, 14, 6, 3, 12, 8, 17, 7, 2, 15, 20], 6.569062901787165)]
[([0, 0, 0, 18, 0], 7.9289798935705535), ([1, 20, 15, 4, 12, 16, 11, 2, 13, 5, 8, 7, 17, 9, 10, 19, 6, 14, 3, 18], 7.9289798935705535)]
[([0, 0, 0, 18, 0], 6.5728216201525935), ([1, 12, 15, 6, 7, 16, 8, 19, 10, 17, 9, 5, 4, 3, 14, 13, 11, 2, 18, 20], 6.5728216201525935)]
[([0, 0, 0, 18, 0], 8.174932121740278), ([1, 4, 15, 11, 7, 12, 14, 6, 3, 17, 2, 16, 19, 9, 10, 5, 8, 13, 18, 20], 8.174932121740278)]
[([0, 0, 0, 18, 0], 7.544948600206422), ([1, 6, 14, 15, 3, 13, 7, 19, 9, 10, 5, 20, 11, 12, 8, 16, 17, 2, 4, 18], 7.544948600206422)]
