Thu Apr 28 18:05:08 2016
[([0, 0, 11, 0, 0], 19.21815625734893), ([1, 18, 2, 12, 6, 17, 9, 10, 13, 15, 8, 14, 19, 7, 5, 20, 4, 16, 3, 11], 19.21815625734893)]
[([0, 0, 11, 0, 0], 17.614029998029395), ([1, 5, 17, 4, 10, 13, 9, 2, 14, 8, 7, 20, 3, 12, 6, 16, 19, 15, 18, 11], 17.614029998029395)]
[([0, 0, 11, 0, 0], 19.539845034336274), ([1, 15, 16, 8, 14, 4, 6, 20, 19, 10, 13, 9, 17, 7, 2, 12, 5, 3, 18, 11], 19.539845034336274)]
[([0, 0, 11, 0, 0], 20.732246061071844), ([1, 5, 3, 18, 14, 8, 10, 13, 9, 6, 7, 20, 19, 16, 4, 15, 12, 17, 2, 11], 20.732246061071844)]
[([0, 0, 8, 0, 8], 16.198650780304007), ([1, 12, 5, 11, 18, 2, 6, 14, 4, 15, 16, 9, 13, 10, 20, 19, 17, 7, 3, 8], 16.198650780304007)]
[([0, 0, 11, 0, 0], 16.373219184276724), ([1, 18, 14, 8, 16, 5, 6, 2, 12, 10, 4, 15, 13, 9, 7, 19, 17, 20, 3, 11], 16.373219184276724)]
[([0, 0, 11, 0, 0], 18.805179720449267), ([1, 7, 16, 20, 17, 10, 9, 13, 4, 15, 19, 8, 14, 18, 5, 3, 12, 6, 2, 11], 18.805179720449267)]
[([0, 0, 18, 0, 0], 16.490498923269488), ([1, 11, 4, 19, 9, 13, 6, 17, 3, 7, 20, 10, 5, 12, 2, 8, 16, 15, 14, 18], 16.490498923269488)]
[([0, 0, 11, 0, 0], 16.731217608462853), ([1, 14, 8, 5, 2, 15, 4, 16, 12, 17, 20, 10, 3, 6, 9, 19, 13, 7, 18, 11], 16.731217608462853)]
[([0, 0, 11, 0, 0], 18.557481521174534), ([1, 12, 8, 15, 14, 16, 4, 10, 13, 9, 7, 5, 17, 6, 19, 20, 18, 2, 3, 11], 18.557481521174534)]
[([0, 0, 5, 0, 0], 18.155095031821872), ([1, 11, 3, 17, 12, 7, 6, 10, 9, 13, 19, 20, 8, 4, 15, 14, 18, 16, 2, 5], 18.155095031821872)]
[([0, 0, 11, 0, 0], 18.267468906140294), ([1, 14, 8, 18, 17, 13, 10, 3, 7, 19, 15, 20, 4, 16, 6, 9, 12, 2, 5, 11], 18.267468906140294)]
[([0, 0, 11, 0, 0], 19.33069607567397), ([1, 14, 8, 15, 20, 7, 3, 5, 6, 17, 12, 2, 18, 10, 13, 9, 4, 16, 19, 11], 19.33069607567397)]
[([0, 0, 11, 0, 0], 20.28111188244283), ([1, 12, 15, 13, 9, 10, 20, 19, 16, 14, 8, 18, 3, 4, 7, 6, 2, 17, 5, 11], 20.28111188244283)]
[([0, 0, 11, 0, 0], 17.538688738990103), ([1, 19, 20, 7, 9, 13, 10, 14, 3, 18, 4, 16, 8, 15, 5, 6, 12, 17, 2, 11], 17.538688738990103)]
[([0, 0, 0, 2, 0], 14.684116489378258), ([1, 12, 6, 9, 10, 13, 16, 8, 14, 7, 3, 18, 17, 19, 15, 4, 20, 5, 2, 11], 14.684116489378258)]
[([0, 0, 5, 0, 5], 20.313376833963904), ([1, 8, 14, 3, 7, 18, 12, 17, 6, 13, 9, 20, 10, 15, 4, 16, 19, 2, 11, 5], 20.313376833963904)]
[([0, 0, 17, 0, 17], 15.876093380442105), ([1, 12, 5, 20, 4, 13, 9, 10, 16, 19, 3, 11, 18, 14, 8, 15, 7, 6, 17, 2], 15.876093380442105)]
[([0, 0, 18, 0, 0], 16.88072498039081), ([1, 8, 14, 19, 13, 10, 16, 4, 3, 11, 12, 5, 6, 9, 15, 20, 7, 17, 2, 18], 16.88072498039081)]
[([0, 0, 17, 0, 0], 15.561323184787888), ([1, 11, 12, 3, 18, 16, 7, 8, 14, 4, 15, 6, 10, 20, 19, 9, 13, 5, 2, 17], 15.561323184787888)]
[([0, 0, 17, 17, 0], 15.614837938697075), ([1, 7, 6, 5, 12, 11, 10, 20, 13, 9, 19, 14, 8, 15, 4, 16, 18, 2, 3, 17], 15.614837938697075)]
[([0, 0, 11, 0, 0], 19.754467085481355), ([1, 6, 17, 2, 18, 16, 8, 9, 10, 13, 20, 14, 15, 19, 4, 7, 3, 12, 5, 11], 19.754467085481355)]
[([0, 0, 0, 2, 0], 13.040367606497483), ([1, 14, 15, 16, 4, 8, 18, 17, 6, 9, 13, 11, 12, 19, 20, 10, 7, 3, 2, 5], 13.040367606497483)]
[([0, 0, 3, 0, 0], 14.767061496656904), ([1, 18, 20, 19, 10, 4, 14, 16, 12, 5, 11, 17, 6, 7, 8, 15, 9, 13, 3, 2], 14.767061496656904)]
