Thu Apr 28 18:45:44 2016
[([0, 0, 19, 0, 0], 0.1367504694775921), ([1, 15, 20, 5, 4, 18, 12, 9, 14, 13, 8, 3, 10, 6, 2, 17, 16, 11, 7, 19], 0.1367504694775921)]
[([10, 0, 0, 0, 0], 6.102585617241211), ([1, 2, 18, 7, 13, 14, 19, 9, 3, 8, 12, 17, 15, 6, 20, 5, 4, 11, 16, 10], 6.102585617241211)]
[([10, 0, 0, 0, 0], 5.951283494522883), ([1, 9, 7, 15, 17, 20, 6, 13, 4, 5, 16, 11, 12, 18, 2, 14, 3, 8, 19, 10], 5.951283494522883)]
[([10, 0, 0, 0, 0], 6.151894219585992), ([1, 9, 14, 3, 12, 4, 6, 16, 7, 5, 20, 8, 13, 2, 18, 17, 11, 15, 19, 10], 6.151894219585992)]
[([10, 0, 0, 0, 0], 6.341765840193111), ([1, 9, 12, 2, 16, 20, 15, 5, 6, 14, 3, 13, 8, 17, 18, 7, 4, 11, 19, 10], 6.341765840193111)]
[([0, 0, 19, 0, 0], 0.12901011810180374), ([1, 10, 9, 20, 5, 6, 17, 2, 18, 16, 11, 4, 15, 7, 8, 13, 12, 3, 14, 19], 0.12901011810180374)]
[([10, 0, 0, 0, 0], 5.731373442643338), ([1, 13, 6, 5, 16, 11, 20, 14, 8, 3, 9, 4, 2, 17, 15, 18, 12, 7, 19, 10], 5.731373442643338)]
[([10, 0, 0, 0, 0], 5.264504033474313), ([1, 9, 6, 13, 4, 11, 16, 15, 17, 20, 14, 2, 12, 7, 19, 3, 8, 18, 5, 10], 5.264504033474313)]
[([10, 0, 0, 0, 0], 6.2220350568920235), ([1, 8, 17, 2, 11, 4, 20, 12, 18, 15, 19, 16, 5, 6, 9, 13, 14, 3, 7, 10], 6.2220350568920235)]
[([10, 0, 0, 0, 0], 6.885003985919337), ([1, 9, 13, 12, 2, 6, 18, 17, 16, 11, 7, 4, 20, 15, 5, 19, 8, 3, 14, 10], 6.885003985919337)]
[([10, 0, 0, 0, 0], 5.764532479179376), ([1, 19, 14, 8, 13, 15, 4, 20, 5, 9, 6, 3, 2, 17, 16, 12, 7, 18, 11, 10], 5.764532479179376)]
[([10, 0, 0, 0, 0], 6.620311991929327), ([1, 3, 19, 7, 16, 15, 18, 2, 12, 8, 13, 14, 9, 4, 6, 20, 17, 11, 5, 10], 6.620311991929327)]
[([10, 0, 0, 0, 0], 5.122962749721534), ([1, 17, 7, 12, 2, 16, 9, 15, 14, 18, 13, 8, 3, 6, 4, 5, 20, 11, 19, 10], 5.122962749721534)]
[([10, 0, 0, 0, 0], 5.924150351984911), ([1, 8, 9, 11, 18, 2, 17, 19, 15, 5, 20, 6, 4, 7, 13, 14, 3, 12, 16, 10], 5.924150351984911)]
[([10, 0, 0, 0, 0], 6.492028802210486), ([1, 15, 16, 11, 9, 8, 3, 14, 12, 2, 13, 6, 4, 17, 18, 20, 5, 7, 19, 10], 6.492028802210486)]
[([10, 0, 0, 0, 0], 6.126727261663515), ([1, 3, 12, 8, 13, 9, 14, 5, 11, 7, 18, 17, 2, 15, 20, 19, 16, 4, 6, 10], 6.126727261663515)]
[([10, 0, 0, 0, 0], 6.516724838565565), ([1, 20, 11, 7, 16, 15, 2, 12, 18, 17, 13, 8, 9, 14, 3, 5, 4, 6, 19, 10], 6.516724838565565)]
[([10, 0, 0, 0, 0], 7.392089949283216), ([1, 5, 4, 20, 6, 17, 18, 11, 7, 2, 12, 9, 13, 3, 8, 14, 15, 16, 19, 10], 7.392089949283216)]
[([10, 0, 0, 0, 0], 5.971244722271239), ([1, 13, 9, 8, 14, 18, 15, 4, 5, 7, 11, 6, 20, 16, 3, 19, 17, 12, 2, 10], 5.971244722271239)]
[([10, 0, 0, 0, 0], 5.836466966971082), ([1, 17, 16, 7, 2, 13, 14, 3, 8, 9, 6, 11, 12, 19, 4, 5, 15, 18, 20, 10], 5.836466966971082)]
[([10, 0, 0, 0, 0], 6.904966590044186), ([1, 9, 8, 3, 7, 18, 17, 12, 2, 5, 20, 11, 16, 15, 14, 13, 19, 4, 6, 10], 6.904966590044186)]
[([10, 0, 0, 0, 0], 7.202321770020009), ([1, 7, 5, 4, 20, 11, 15, 6, 13, 8, 3, 9, 12, 2, 18, 17, 16, 19, 14, 10], 7.202321770020009)]
[([10, 0, 0, 0, 0], 7.052324389596757), ([1, 16, 15, 5, 11, 9, 13, 8, 3, 14, 2, 12, 4, 7, 17, 18, 20, 6, 19, 10], 7.052324389596757)]
[([10, 0, 0, 0, 0], 6.069338468084813), ([1, 4, 20, 13, 8, 3, 9, 6, 15, 7, 16, 5, 14, 12, 17, 11, 2, 18, 19, 10], 6.069338468084813)]
[([10, 0, 0, 0, 0], 5.9877842028136925), ([1, 13, 9, 8, 3, 2, 18, 17, 12, 19, 20, 14, 7, 5, 4, 11, 6, 16, 15, 10], 5.9877842028136925)]
[([10, 0, 0, 0, 0], 5.1481618151996456), ([1, 11, 4, 20, 5, 9, 14, 15, 6, 8, 2, 7, 13, 3, 12, 16, 17, 18, 19, 10], 5.1481618151996456)]
[([10, 0, 0, 0, 0], 5.828084333679837), ([1, 2, 11, 7, 18, 8, 13, 3, 14, 12, 17, 20, 15, 4, 6, 16, 5, 19, 9, 10], 5.828084333679837)]
[([10, 0, 0, 0, 0], 6.045042323847283), ([1, 15, 4, 2, 12, 3, 14, 18, 11, 17, 8, 13, 9, 6, 5, 7, 19, 16, 20, 10], 6.045042323847283)]
[([10, 0, 0, 0, 0], 5.775854628422417), ([1, 19, 12, 13, 8, 9, 4, 5, 20, 18, 15, 11, 2, 17, 14, 3, 7, 16, 6, 10], 5.775854628422417)]
[([10, 0, 0, 0, 0], 6.40501349605409), ([1, 13, 19, 7, 15, 20, 4, 5, 9, 11, 18, 2, 17, 12, 8, 14, 3, 16, 6, 10], 6.40501349605409)]

