Thu Apr 28 23:49:09 2016
[([0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 10, 10, 0, 0, 10], 0.8381798316290417), ([1, 16, 7, 3, 14, 11, 4, 8, 12, 20, 13, 19, 5, 17, 18, 15, 9, 6, 2, 10], 0.8381798316290417)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0], 15.590158066991853), ([1, 6, 18, 20, 3, 14, 15, 16, 11, 12, 13, 19, 9, 7, 17, 4, 2, 8, 5, 10], 15.590158066991853)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10], 0.9879657405950283), ([1, 8, 15, 18, 6, 14, 11, 12, 19, 20, 13, 16, 3, 7, 17, 5, 9, 4, 2, 10], 0.9879657405950283)]
[([0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 10], 0.8077352195487313), ([1, 2, 11, 7, 19, 12, 20, 13, 17, 8, 4, 9, 16, 3, 6, 14, 15, 18, 5, 10], 0.8077352195487313)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10], 14.017012999960457), ([1, 11, 6, 19, 2, 20, 15, 18, 17, 12, 13, 16, 4, 5, 3, 7, 14, 9, 8, 10], 14.017012999960457)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0], 12.806730092072016), ([1, 13, 12, 4, 11, 6, 18, 8, 15, 3, 16, 14, 17, 2, 20, 19, 9, 7, 5, 10], 12.806730092072016)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0], 0.7523255349928912), ([1, 19, 18, 5, 11, 12, 7, 6, 15, 4, 17, 14, 3, 16, 8, 9, 20, 13, 2, 10], 0.7523255349928912)]
[([0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0.7524301052229303), ([1, 3, 15, 5, 2, 9, 6, 18, 14, 11, 19, 12, 13, 7, 16, 8, 4, 17, 20, 10], 0.7524301052229303)]
[([0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 10], 0.7183546716580557), ([1, 6, 3, 15, 16, 13, 2, 5, 14, 18, 20, 7, 11, 12, 19, 4, 9, 17, 8, 10], 0.7183546716580557)]
[([0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10], 0.8098889404869337), ([1, 5, 19, 12, 2, 3, 9, 7, 20, 13, 11, 14, 15, 6, 18, 4, 17, 16, 8, 10], 0.8098889404869337)]
