Fri Apr 29 00:16:10 2016
[([14, 14, 14, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 14, 0, 0, 14, 0, 14, 14, 14, 0], 2.8430759748473085), ([1, 2, 3, 17, 8, 9, 18, 10, 11, 16, 15, 5, 13, 4, 20, 6, 7, 12, 19, 14], 2.8430759748473085)]
[([14, 14, 14, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14, 0, 14, 14, 0, 0, 14, 0, 0, 14, 0, 0], 2.4004543583400486), ([1, 11, 16, 9, 2, 8, 3, 15, 17, 6, 13, 19, 18, 10, 7, 5, 12, 20, 4, 14], 2.4004543583400486)]
[([14, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 14, 14, 14, 0, 0, 0, 0, 14, 14, 14, 0], 2.005281058609546), ([1, 17, 12, 19, 16, 3, 15, 20, 4, 18, 8, 9, 2, 5, 11, 10, 13, 7, 6, 14], 2.005281058609546)]
[([14, 0, 0, 0, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 14, 0, 0, 0, 0, 14, 0], 2.2624121182345127), ([1, 8, 11, 9, 18, 12, 7, 13, 20, 15, 2, 5, 3, 17, 6, 4, 16, 19, 10, 14], 2.2624121182345127)]
[([14, 0, 14, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14, 0, 0, 14, 0, 14, 0, 0, 14, 0, 0, 14], 2.1230769058831314), ([1, 9, 17, 5, 12, 8, 11, 2, 15, 18, 3, 7, 4, 10, 16, 19, 20, 6, 13, 14], 2.1230769058831314)]
[([14, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 14, 0, 14, 0, 14, 0, 14, 0, 0], 1.7993668519293275), ([1, 2, 12, 15, 9, 20, 8, 4, 7, 13, 5, 11, 16, 6, 10, 19, 18, 17, 3, 14], 1.7993668519293275)]
[([14, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 14, 0, 14, 14, 14, 14, 14], 2.2071354429556407), ([1, 16, 2, 11, 8, 20, 4, 7, 10, 19, 18, 15, 9, 17, 3, 5, 6, 12, 13, 14], 2.2071354429556407)]
[([14, 14, 14, 0, 14, 0, 0, 0, 0, 0, 0, 14, 0, 0, 14, 0, 0, 0, 14, 0, 0, 0, 14, 0, 0], 2.3642404635110923), ([1, 2, 7, 6, 3, 18, 4, 20, 13, 19, 11, 16, 17, 15, 5, 12, 10, 9, 8, 14], 2.3642404635110923)]
[([14, 14, 0, 0, 14, 0, 14, 14, 0, 0, 0, 0, 0, 14, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 14], 2.4805202335805143), ([1, 12, 16, 9, 11, 4, 20, 13, 6, 19, 10, 5, 7, 18, 2, 3, 15, 17, 8, 14], 2.4805202335805143)]
[([14, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 14, 0, 14, 14, 0, 0, 14], 2.067321154039593), ([1, 15, 12, 17, 19, 20, 10, 6, 7, 16, 11, 9, 8, 18, 3, 5, 2, 13, 4, 14], 2.067321154039593)]
[([14, 0, 14, 0, 14, 0, 14, 0, 0, 0, 0, 14, 0, 14, 0, 0, 0, 0, 0, 14, 0, 14, 14, 14, 0], 2.6824100871793144), ([1, 8, 2, 17, 3, 5, 4, 13, 20, 10, 19, 16, 11, 9, 15, 18, 7, 6, 12, 14], 2.6824100871793144)]
[([14, 14, 14, 0, 14, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 14], 2.7239688858955264), ([1, 6, 16, 11, 9, 17, 5, 3, 2, 18, 15, 8, 19, 10, 7, 12, 13, 20, 4, 14], 2.7239688858955264)]
[([14, 14, 14, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 14, 14, 14, 14, 0, 0, 0, 0, 14, 14, 0, 0], 2.448703135207249), ([1, 10, 11, 16, 20, 18, 2, 3, 13, 9, 8, 15, 17, 5, 7, 12, 6, 4, 19, 14], 2.448703135207249)]
[([14, 0, 0, 0, 14, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14, 14, 14], 2.2885448385212457), ([1, 11, 8, 19, 16, 10, 9, 4, 20, 6, 7, 5, 18, 13, 12, 2, 15, 17, 3, 14], 2.2885448385212457)]
[([14, 14, 14, 0, 14, 0, 14, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 14, 14, 14, 14, 0, 14, 14], 2.0341131602661617), ([1, 5, 10, 16, 2, 8, 19, 11, 7, 17, 3, 15, 18, 12, 13, 20, 6, 4, 9, 14], 2.0341131602661617)]
