Thu Apr 28 17:29:45 2016
[([0, 0, 8, 8, 0], 16.51239540013985), ([1, 5, 18, 10, 2, 19, 3, 20, 12, 17, 7, 16, 4, 6, 14, 15, 13, 9, 11, 8], 16.51239540013985)]
[([0, 0, 8, 8, 0], 14.655120452014126), ([1, 10, 13, 16, 17, 2, 3, 7, 12, 20, 4, 9, 15, 18, 6, 19, 14, 5, 11, 8], 14.655120452014126)]
[([0, 0, 0, 5, 0], 13.3292889313337), ([1, 15, 13, 10, 14, 6, 9, 19, 4, 12, 17, 7, 16, 20, 3, 2, 11, 8, 18, 5], 13.3292889313337)]
[([0, 0, 8, 8, 0], 14.29555427159645), ([1, 19, 9, 15, 14, 16, 7, 17, 12, 2, 6, 13, 11, 3, 20, 4, 10, 18, 8, 5], 14.29555427159645)]
[([0, 0, 8, 8, 0], 14.12578891094963), ([1, 10, 11, 13, 18, 5, 12, 17, 3, 20, 2, 15, 9, 19, 14, 4, 16, 7, 6, 8], 14.12578891094963)]
[([0, 0, 8, 8, 0], 15.779061017219567), ([1, 11, 17, 7, 16, 12, 3, 20, 2, 9, 15, 14, 6, 18, 5, 19, 4, 13, 10, 8], 15.779061017219567)]
[([0, 0, 8, 0, 0], 16.476066591483853), ([1, 12, 17, 7, 16, 6, 4, 13, 2, 3, 20, 15, 14, 18, 9, 19, 10, 5, 11, 8], 16.476066591483853)]
[([0, 0, 8, 8, 0], 14.033943238485536), ([1, 11, 5, 3, 17, 20, 13, 16, 4, 6, 7, 12, 10, 2, 9, 18, 15, 14, 19, 8], 14.033943238485536)]
[([0, 0, 8, 8, 8], 17.161560834439772), ([1, 11, 13, 12, 2, 6, 4, 16, 7, 17, 20, 3, 5, 18, 10, 15, 14, 19, 9, 8], 17.161560834439772)]
[([0, 0, 8, 8, 8], 13.079587018751871), ([1, 11, 2, 9, 13, 20, 17, 15, 5, 10, 14, 19, 18, 3, 12, 16, 7, 6, 4, 8], 13.079587018751871)]
[([0, 0, 0, 5, 5], 13.285606653905504), ([1, 18, 15, 14, 19, 6, 9, 10, 20, 3, 12, 13, 17, 4, 7, 16, 2, 8, 11, 5], 13.285606653905504)]
[([0, 0, 8, 0, 8], 16.63357523832518), ([1, 13, 20, 11, 3, 2, 18, 15, 14, 19, 9, 4, 12, 17, 7, 16, 6, 10, 5, 8], 16.63357523832518)]
[([0, 0, 8, 0, 0], 14.710653728824706), ([1, 11, 3, 12, 9, 2, 13, 10, 14, 19, 15, 4, 7, 16, 17, 6, 20, 5, 18, 8], 14.710653728824706)]
[([0, 0, 8, 0, 0], 17.044513683936056), ([1, 5, 18, 11, 13, 2, 3, 20, 12, 16, 19, 14, 15, 6, 9, 7, 17, 4, 10, 8], 17.044513683936056)]
[([0, 0, 8, 8, 8], 15.317939881917024), ([1, 11, 18, 2, 10, 7, 16, 14, 15, 9, 19, 4, 6, 12, 17, 3, 20, 13, 5, 8], 15.317939881917024)]
[([0, 0, 8, 8, 0], 13.514141233592872), ([1, 9, 19, 6, 17, 7, 12, 20, 16, 4, 3, 11, 10, 15, 14, 2, 13, 18, 8, 5], 13.514141233592872)]
[([0, 0, 8, 8, 8], 15.91486138009375), ([1, 9, 18, 15, 6, 4, 16, 7, 12, 17, 19, 14, 10, 11, 3, 20, 2, 13, 8, 5], 15.91486138009375)]
[([0, 0, 8, 8, 0], 15.331394816060664), ([1, 3, 12, 17, 13, 20, 16, 7, 4, 9, 14, 15, 19, 6, 18, 5, 10, 2, 11, 8], 15.331394816060664)]
[([0, 0, 8, 8, 8], 15.265827193480511), ([1, 13, 16, 9, 14, 15, 10, 6, 19, 4, 17, 12, 7, 3, 20, 2, 11, 18, 5, 8], 15.265827193480511)]
[([0, 0, 0, 5, 0], 13.659561845927238), ([1, 11, 18, 3, 20, 10, 19, 14, 15, 4, 17, 7, 16, 12, 2, 9, 6, 13, 8, 5], 13.659561845927238)]
[([0, 0, 8, 8, 8], 14.314151303650405), ([1, 13, 16, 9, 19, 6, 4, 7, 12, 2, 20, 17, 3, 5, 11, 10, 18, 14, 15, 8], 14.314151303650405)]
[([0, 0, 0, 5, 5], 12.442061532883368), ([1, 13, 14, 15, 18, 19, 17, 12, 7, 16, 9, 2, 3, 20, 6, 4, 10, 11, 8, 5], 12.442061532883368)]
