Fri Apr 29 04:17:02 2016
[([3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3], 2.1547111341049634), ([1, 19, 12, 14, 7, 9, 18, 16, 6, 17, 2, 4, 13, 15, 11, 10, 20, 8, 5, 3], 2.1547111341049634)]
[([3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 1.8535399494007305), ([1, 8, 12, 18, 20, 19, 11, 10, 5, 13, 2, 16, 9, 7, 17, 4, 6, 15, 14, 3], 1.8535399494007305)]
[([3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0], 2.0934862161413785), ([1, 14, 18, 4, 6, 19, 20, 8, 5, 7, 17, 11, 10, 13, 2, 9, 16, 15, 12, 3], 2.0934862161413785)]
[([3, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 3], 1.9150418142040802), ([1, 5, 12, 2, 20, 14, 18, 19, 13, 6, 15, 16, 4, 10, 11, 17, 7, 9, 8, 3], 1.9150418142040802)]
[([3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0], 2.4157832562975017), ([1, 5, 14, 15, 18, 10, 11, 13, 20, 4, 9, 7, 16, 17, 2, 6, 8, 19, 12, 3], 2.4157832562975017)]
[([3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3], 2.368163769872413), ([1, 17, 16, 2, 18, 4, 20, 19, 8, 13, 7, 9, 10, 11, 6, 15, 14, 5, 12, 3], 2.368163769872413)]
[([3, 0, 3, 3, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0], 2.132265839576925), ([1, 16, 18, 9, 13, 19, 6, 8, 4, 20, 17, 7, 2, 10, 11, 5, 12, 14, 15, 3], 2.132265839576925)]
[([3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0], 2.1296839595145416), ([1, 12, 14, 10, 11, 20, 2, 18, 8, 6, 13, 19, 16, 7, 4, 9, 17, 15, 5, 3], 2.1296839595145416)]
[([3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0], 1.8769292645692737), ([1, 12, 5, 20, 16, 6, 9, 14, 11, 13, 4, 18, 2, 17, 19, 8, 10, 7, 15, 3], 1.8769292645692737)]
[([3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0], 1.987437385122563), ([1, 11, 6, 10, 2, 12, 14, 18, 4, 20, 17, 7, 9, 13, 16, 15, 8, 19, 5, 3], 1.987437385122563)]
[([3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0], 1.977914735348143), ([1, 16, 14, 11, 20, 10, 9, 12, 5, 15, 19, 8, 13, 4, 2, 18, 7, 17, 6, 3], 1.977914735348143)]
[([3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 3, 0, 3], 2.346734253088523), ([1, 14, 20, 6, 10, 11, 9, 8, 19, 7, 4, 2, 18, 17, 13, 16, 15, 12, 5, 3], 2.346734253088523)]
[([3, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0], 1.7786936860707143), ([1, 4, 18, 11, 9, 12, 14, 13, 8, 7, 19, 6, 17, 2, 10, 20, 16, 15, 5, 3], 1.7786936860707143)]
[([3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 3, 0, 0], 1.9134323694208095), ([1, 14, 13, 18, 4, 6, 9, 12, 15, 17, 7, 16, 19, 2, 8, 10, 11, 20, 5, 3], 1.9134323694208095)]
[([3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3], 2.0054916213133205), ([1, 20, 14, 16, 7, 13, 18, 11, 6, 15, 19, 10, 17, 4, 9, 2, 8, 12, 5, 3], 2.0054916213133205)]
[([3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3], 2.1250620325202045), ([1, 8, 9, 17, 4, 18, 16, 15, 19, 10, 2, 11, 20, 6, 13, 7, 12, 14, 5, 3], 2.1250620325202045)]
[([3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 3], 1.9919070364242522), ([1, 14, 15, 11, 20, 10, 7, 17, 2, 4, 16, 12, 18, 6, 9, 13, 19, 8, 5, 3], 1.9919070364242522)]
[([3, 0, 0, 0, 3, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 3, 3], 2.3391755943849106), ([1, 13, 18, 14, 15, 19, 11, 20, 10, 8, 6, 4, 2, 7, 9, 17, 16, 12, 5, 3], 2.3391755943849106)]
[([3, 0, 3, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0], 2.5631990278564336), ([1, 6, 11, 10, 20, 19, 14, 15, 16, 8, 4, 18, 7, 17, 9, 2, 13, 12, 5, 3], 2.5631990278564336)]
[([3, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 0], 1.8545681191426844), ([1, 17, 12, 16, 18, 10, 11, 14, 15, 4, 9, 13, 2, 7, 19, 20, 6, 8, 5, 3], 1.8545681191426844)]
[([3, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0], 2.3439477034818186), ([1, 12, 20, 4, 2, 10, 11, 13, 19, 8, 14, 6, 7, 9, 17, 18, 16, 15, 5, 3], 2.3439477034818186)]
[([3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0], 2.463818568416494), ([1, 16, 14, 9, 2, 4, 7, 17, 18, 13, 15, 19, 20, 11, 10, 8, 6, 12, 5, 3], 2.463818568416494)]
[([3, 0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3], 2.3132075973419473), ([1, 20, 6, 12, 13, 11, 10, 17, 19, 8, 9, 18, 4, 2, 7, 16, 15, 14, 5, 3], 2.3132075973419473)]
[([3, 0, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 3], 2.0808440225694214), ([1, 20, 16, 4, 13, 10, 11, 6, 17, 18, 9, 2, 7, 5, 19, 8, 15, 14, 12, 3], 2.0808440225694214)]
[([3, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 3, 0, 0], 1.8979609783060791), ([1, 10, 6, 13, 11, 18, 17, 9, 12, 14, 15, 19, 7, 2, 4, 8, 16, 20, 5, 3], 1.8979609783060791)]
[([3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], 2.10050095965613), ([1, 10, 20, 19, 18, 11, 8, 15, 14, 12, 6, 2, 4, 17, 7, 16, 9, 13, 5, 3], 2.10050095965613)]
[([3, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3], 2.0351309996554248), ([1, 6, 13, 2, 10, 9, 18, 11, 5, 20, 15, 14, 16, 17, 4, 7, 19, 8, 12, 3], 2.0351309996554248)]
[([3, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0], 1.9279554054993584), ([1, 6, 15, 8, 5, 9, 18, 7, 17, 13, 19, 20, 12, 14, 16, 4, 2, 10, 11, 3], 1.9279554054993584)]
[([3, 0, 3, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0], 1.99601028392568), ([1, 5, 12, 16, 20, 8, 9, 18, 4, 13, 14, 2, 11, 10, 15, 17, 7, 6, 19, 3], 1.99601028392568)]
[([3, 0, 3, 3, 3, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0], 2.4219477383321975), ([1, 8, 19, 6, 17, 18, 7, 2, 13, 20, 11, 4, 9, 16, 14, 15, 10, 12, 5, 3], 2.4219477383321975)]

