Thu Apr 28 17:06:13 2016
[([0, 0, 0, 0, 18], 4.397144003527164), ([1, 20, 3, 19, 5, 7, 4, 9, 17, 2, 14, 6, 15, 8, 10, 12, 13, 16, 11, 18], 4.397144003527164)]
[([0, 0, 0, 0, 18], 4.607054753422283), ([1, 11, 10, 12, 14, 2, 6, 7, 3, 17, 19, 13, 9, 16, 4, 5, 15, 8, 20, 18], 4.607054753422283)]
[([0, 0, 0, 0, 18], 5.322292733827629), ([1, 14, 9, 16, 4, 17, 10, 13, 12, 2, 20, 5, 6, 19, 3, 11, 15, 7, 8, 18], 5.322292733827629)]
[([0, 0, 0, 0, 18], 4.679435708744109), ([1, 14, 4, 19, 7, 5, 15, 8, 17, 2, 9, 13, 11, 3, 16, 12, 10, 6, 20, 18], 4.679435708744109)]
[([0, 0, 0, 0, 18], 4.558337041683876), ([1, 2, 14, 19, 9, 4, 17, 7, 3, 8, 15, 20, 5, 11, 10, 12, 13, 16, 6, 18], 4.558337041683876)]
[([0, 0, 0, 0, 18], 5.661912326004374), ([1, 20, 14, 9, 10, 2, 12, 17, 13, 16, 4, 19, 11, 5, 7, 15, 8, 3, 6, 18], 5.661912326004374)]
[([0, 0, 0, 0, 18], 4.3826754741968585), ([1, 2, 12, 13, 20, 3, 7, 5, 15, 8, 6, 16, 10, 4, 9, 17, 19, 11, 14, 18], 4.3826754741968585)]
[([0, 0, 0, 0, 18], 4.310039621943235), ([1, 2, 10, 11, 16, 14, 3, 8, 15, 19, 13, 4, 12, 17, 9, 7, 5, 6, 20, 18], 4.310039621943235)]
[([0, 0, 0, 0, 18], 5.116392637077499), ([1, 20, 5, 6, 8, 7, 3, 19, 17, 12, 4, 15, 2, 9, 10, 13, 16, 11, 14, 18], 5.116392637077499)]
[([0, 0, 0, 0, 18], 5.23297335457122), ([1, 9, 10, 12, 4, 19, 7, 8, 15, 11, 2, 14, 16, 13, 17, 5, 6, 3, 20, 18], 5.23297335457122)]
[([0, 0, 0, 0, 18], 4.981966155383569), ([1, 5, 19, 14, 2, 10, 13, 12, 4, 9, 6, 7, 8, 15, 17, 16, 3, 11, 20, 18], 4.981966155383569)]
[([0, 0, 0, 0, 18], 4.92852670618116), ([1, 8, 3, 19, 17, 10, 12, 16, 4, 9, 13, 5, 15, 7, 6, 11, 14, 2, 20, 18], 4.92852670618116)]
[([0, 0, 0, 0, 18], 4.394725951597329), ([1, 17, 10, 12, 9, 2, 5, 7, 19, 14, 20, 3, 8, 15, 11, 13, 16, 4, 6, 18], 4.394725951597329)]
