Thu Apr 28 19:15:36 2016
[([0, 0, 0, 13, 0], 9.556047647658184), ([1, 16, 19, 6, 15, 4, 3, 12, 5, 7, 11, 17, 9, 18, 10, 2, 8, 20, 14, 13], 9.556047647658184)]
[([0, 0, 0, 13, 13], 8.82413530783361), ([1, 8, 10, 2, 3, 15, 12, 19, 17, 18, 6, 5, 9, 7, 11, 4, 14, 16, 20, 13], 8.82413530783361)]
[([0, 0, 20, 0, 20], 11.213323038587067), ([1, 17, 5, 2, 18, 16, 6, 14, 13, 8, 19, 4, 15, 3, 12, 9, 10, 11, 7, 20], 11.213323038587067)]
[([0, 0, 0, 13, 13], 9.891343537843358), ([1, 7, 11, 4, 16, 14, 17, 3, 15, 12, 6, 19, 10, 18, 9, 5, 2, 8, 20, 13], 9.891343537843358)]
[([0, 0, 20, 20, 20], 9.044890438863272), ([1, 8, 14, 4, 18, 12, 6, 16, 17, 2, 10, 15, 3, 9, 5, 19, 11, 7, 20, 13], 9.044890438863272)]
[([0, 0, 0, 13, 0], 9.781966596842032), ([1, 7, 2, 17, 11, 8, 20, 14, 5, 16, 6, 19, 18, 10, 9, 15, 3, 12, 4, 13], 9.781966596842032)]
[([0, 0, 0, 13, 13], 10.019980088405973), ([1, 16, 19, 6, 10, 18, 2, 9, 5, 17, 20, 14, 4, 3, 15, 12, 8, 7, 11, 13], 10.019980088405973)]
[([0, 0, 20, 20, 0], 11.822625837440514), ([1, 4, 10, 9, 3, 15, 18, 12, 16, 6, 17, 5, 19, 2, 7, 11, 14, 13, 8, 20], 11.822625837440514)]
[([0, 0, 0, 13, 0], 9.92964302004432), ([1, 14, 17, 7, 8, 16, 6, 18, 10, 5, 2, 9, 15, 3, 12, 19, 4, 11, 20, 13], 9.92964302004432)]
[([0, 0, 20, 0, 0], 11.355522389100626), ([1, 7, 10, 5, 15, 3, 19, 17, 16, 4, 11, 13, 14, 6, 12, 18, 9, 2, 8, 20], 11.355522389100626)]
[([0, 0, 20, 20, 0], 12.095016284235777), ([1, 9, 18, 10, 2, 19, 17, 16, 12, 3, 15, 8, 11, 7, 4, 5, 6, 14, 13, 20], 12.095016284235777)]
[([0, 0, 20, 0, 20], 10.854136732749488), ([1, 13, 14, 8, 4, 16, 6, 15, 17, 11, 7, 12, 9, 18, 5, 2, 10, 3, 19, 20], 10.854136732749488)]
[([0, 0, 20, 20, 0], 11.405009718130305), ([1, 11, 8, 15, 12, 16, 19, 14, 13, 4, 2, 17, 3, 6, 9, 10, 18, 5, 7, 20], 11.405009718130305)]
[([0, 0, 0, 13, 13], 9.611088367948899), ([1, 4, 19, 17, 20, 8, 11, 7, 10, 16, 12, 6, 18, 9, 2, 5, 15, 3, 14, 13], 9.611088367948899)]
[([0, 0, 20, 0, 20], 11.944053865864136), ([1, 15, 12, 3, 19, 9, 18, 6, 11, 8, 7, 2, 10, 16, 17, 5, 14, 4, 13, 20], 11.944053865864136)]
[([0, 0, 20, 0, 20], 12.166157891303456), ([1, 11, 13, 4, 8, 2, 10, 6, 3, 15, 12, 9, 18, 17, 5, 19, 16, 14, 7, 20], 12.166157891303456)]
[([0, 0, 0, 13, 13], 9.443953880772272), ([1, 2, 16, 19, 3, 15, 6, 17, 9, 18, 10, 12, 14, 4, 5, 8, 11, 7, 20, 13], 9.443953880772272)]
[([0, 0, 20, 20, 20], 14.484415497402612), ([1, 7, 11, 17, 16, 18, 10, 2, 5, 9, 6, 15, 3, 12, 19, 4, 14, 13, 8, 20], 14.484415497402612)]
[([0, 0, 0, 13, 13], 10.442780081636228), ([1, 11, 7, 10, 9, 2, 17, 6, 4, 8, 5, 18, 12, 15, 3, 19, 16, 20, 14, 13], 10.442780081636228)]
[([0, 0, 20, 20, 0], 12.118360182441982), ([1, 13, 15, 3, 12, 14, 7, 2, 10, 9, 18, 19, 5, 16, 6, 17, 11, 4, 8, 20], 12.118360182441982)]
[([0, 0, 0, 13, 13], 10.171418954106661), ([1, 19, 6, 15, 3, 12, 16, 17, 18, 9, 10, 7, 8, 20, 4, 5, 2, 11, 14, 13], 10.171418954106661)]
[([0, 0, 20, 20, 0], 11.66411136428131), ([1, 7, 3, 12, 19, 4, 11, 8, 10, 2, 9, 18, 5, 17, 15, 16, 6, 14, 13, 20], 11.66411136428131)]
