Thu Apr 28 16:48:38 2016
[([0, 0, 0, 2, 0], 7.10619727327049), ([1, 15, 12, 19, 14, 16, 10, 11, 13, 6, 17, 7, 3, 9, 8, 5, 4, 20, 18, 2], 7.10619727327049)]
[([0, 0, 0, 20, 0], 7.229348881843152), ([1, 18, 15, 3, 12, 19, 14, 8, 9, 10, 16, 5, 2, 7, 17, 4, 6, 13, 11, 20], 7.229348881843152)]
[([0, 0, 0, 9, 0], 6.399263738857745), ([1, 15, 5, 20, 18, 2, 3, 19, 6, 11, 12, 17, 16, 4, 8, 10, 13, 14, 7, 9], 6.399263738857745)]
[([0, 0, 0, 2, 0], 7.921733621326365), ([1, 8, 10, 6, 11, 13, 16, 7, 17, 14, 19, 12, 4, 15, 18, 9, 5, 3, 20, 2], 7.921733621326365)]
[([0, 0, 0, 2, 0], 5.9811617425733905), ([1, 6, 19, 12, 3, 9, 18, 20, 16, 17, 14, 11, 13, 4, 5, 15, 10, 8, 7, 2], 5.9811617425733905)]
[([0, 0, 0, 20, 0], 8.009952491647615), ([1, 9, 17, 6, 13, 12, 19, 14, 7, 18, 10, 8, 11, 16, 4, 3, 5, 15, 2, 20], 8.009952491647615)]
[([0, 0, 0, 20, 0], 8.775668218395285), ([1, 17, 16, 19, 12, 3, 4, 18, 15, 2, 5, 7, 11, 6, 13, 14, 8, 10, 9, 20], 8.775668218395285)]
[([0, 0, 0, 2, 0], 6.071372127278331), ([1, 4, 10, 8, 18, 5, 16, 6, 13, 11, 7, 19, 14, 17, 20, 9, 12, 3, 15, 2], 6.071372127278331)]
[([0, 0, 0, 2, 0], 6.525999255289984), ([1, 9, 20, 18, 10, 8, 3, 5, 4, 14, 19, 17, 13, 6, 16, 12, 11, 7, 15, 2], 6.525999255289984)]
[([0, 0, 0, 2, 0], 7.052034507063032), ([1, 15, 20, 9, 17, 4, 5, 12, 19, 16, 7, 14, 13, 11, 8, 10, 6, 3, 18, 2], 7.052034507063032)]
[([0, 0, 0, 20, 0], 8.426529998987682), ([1, 8, 11, 6, 13, 14, 19, 12, 16, 3, 7, 17, 18, 15, 9, 10, 5, 4, 2, 20], 8.426529998987682)]
[([0, 0, 0, 20, 0], 7.226424317706908), ([1, 5, 15, 13, 6, 11, 8, 10, 18, 2, 9, 7, 16, 4, 12, 19, 14, 17, 3, 20], 7.226424317706908)]
[([0, 0, 0, 20, 0], 6.528142634286964), ([1, 8, 11, 5, 15, 3, 13, 19, 4, 7, 16, 17, 12, 14, 6, 10, 2, 9, 18, 20], 6.528142634286964)]
