Thu Apr 28 17:41:26 2016
[([0, 0, 0, 18, 0], 14.145370976618155), ([1, 11, 12, 13, 8, 14, 3, 16, 7, 10, 17, 6, 2, 5, 15, 19, 4, 20, 9, 18], 14.145370976618155)]
[([0, 0, 0, 18, 0], 12.684402420687979), ([1, 9, 19, 17, 2, 15, 13, 11, 3, 14, 10, 4, 12, 5, 20, 7, 16, 6, 8, 18], 12.684402420687979)]
[([0, 0, 0, 18, 0], 13.597362448035872), ([1, 7, 4, 12, 20, 10, 8, 14, 19, 5, 15, 9, 11, 13, 16, 17, 2, 6, 3, 18], 13.597362448035872)]
[([0, 0, 0, 18, 0], 14.458524577002489), ([1, 20, 10, 8, 11, 3, 7, 14, 16, 13, 2, 6, 17, 5, 19, 12, 15, 9, 4, 18], 14.458524577002489)]
[([0, 0, 0, 18, 0], 12.614600292761406), ([1, 4, 11, 17, 2, 6, 9, 20, 12, 19, 13, 14, 10, 8, 3, 16, 5, 15, 7, 18], 12.614600292761406)]
[([0, 0, 0, 18, 0], 14.49707631472502), ([1, 14, 8, 16, 7, 2, 3, 6, 17, 13, 11, 9, 4, 10, 19, 5, 15, 20, 12, 18], 14.49707631472502)]
[([0, 0, 0, 18, 0], 15.055460707348168), ([1, 17, 6, 2, 5, 12, 9, 19, 15, 11, 8, 14, 3, 13, 16, 7, 20, 4, 10, 18], 15.055460707348168)]
[([0, 0, 0, 18, 0], 14.86642343312009), ([1, 7, 16, 5, 13, 11, 17, 6, 2, 3, 14, 8, 12, 15, 9, 19, 20, 4, 10, 18], 14.86642343312009)]
[([0, 0, 0, 18, 0], 14.156007627468137), ([1, 11, 16, 3, 10, 20, 19, 2, 6, 17, 5, 12, 4, 9, 15, 13, 7, 8, 14, 18], 14.156007627468137)]
[([0, 0, 0, 18, 0], 14.699557231869337), ([1, 2, 6, 17, 5, 12, 20, 11, 13, 16, 14, 8, 3, 7, 10, 19, 9, 4, 15, 18], 14.699557231869337)]
[([0, 0, 0, 18, 0], 12.517200907043906), ([1, 10, 12, 9, 4, 7, 19, 5, 6, 2, 17, 11, 15, 3, 14, 8, 16, 13, 20, 18], 12.517200907043906)]
[([0, 0, 0, 18, 0], 14.332077606974055), ([1, 13, 3, 14, 11, 2, 17, 6, 7, 16, 15, 5, 19, 9, 12, 20, 8, 10, 4, 18], 14.332077606974055)]
[([0, 0, 0, 18, 0], 15.338670622448777), ([1, 10, 8, 14, 3, 2, 17, 11, 13, 5, 15, 6, 16, 7, 4, 9, 20, 12, 19, 18], 15.338670622448777)]
[([0, 0, 0, 18, 0], 13.843840330018082), ([1, 11, 7, 14, 3, 6, 10, 8, 16, 9, 12, 20, 13, 2, 17, 5, 15, 19, 4, 18], 13.843840330018082)]
[([0, 0, 0, 18, 0], 14.064001086008712), ([1, 8, 6, 2, 3, 14, 10, 4, 9, 19, 17, 13, 7, 16, 11, 20, 5, 15, 12, 18], 14.064001086008712)]
[([0, 0, 0, 18, 0], 13.050077782599297), ([1, 9, 12, 19, 20, 4, 8, 7, 16, 17, 2, 3, 6, 5, 11, 15, 10, 14, 13, 18], 13.050077782599297)]
